"Loại","Ngày","Name / Number","Sender","Nội dung"
"Đã nhận","5 thg 9, 2024 14:44:38","888","888","QK da huy goi D6V thanh cong. De dang ky lai goi cuoc, vui long soan tin DK D6V gui 888 hoac lien he tong dai CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","5 thg 9, 2024 14:44:35","888","","HUY D6V Y"
"Đã nhận","5 thg 9, 2024 14:44:22","888","888","Goi cuoc D6V (6.000d/1 ngay) cua QK da gia han thanh cong. Uu dai (2GB/ngay + MyTV addon VTVcab. Het dung luong dung truy cap). HSD den 14:44 06/09/2024. Goi cuoc gia han tu dong. Kiem tra dung luong con lai soan DATAKM gui 888. CSKH: 18001091 (0d)."
"Đã nhận","4 thg 9, 2024 14:43:32","888","888","QK da dang ky thanh cong goi cuoc D6V (6.000d/1 ngay. Uu dai 2GB/ngay + MyTV addon VTVcab. Het dung luong dung truy cap). Kiem tra dung luong Data, soan DATAKM gui 888. Goi cuoc duoc gia han tu dong. CSKH: 18001091(0d)"
"Đã gửi","4 thg 9, 2024 14:43:27","888","","D6V"
"Đã nhận","3 thg 9, 2024 19:55:25","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Internet va cong nghe Web(IE104.P11.CNVN) vao thu 4 ngay 04 thang 09 nam 2024. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","1 thg 9, 2024 17:54:15","MyVNPT","MyVNPT","(TB) Game bình chọn nghệ sĩ sắp kết thúc! Cơ hội cuối săn iPhone 15 Pro 128GB, quà nạp tiền điện thoại đến 200.000đ và quyền lợi chụp hình cực hot cùng idol đang chờ bạn tại sự kiện Sound Freedom by VinaPhone. Hạn cuối: 04/09/2024. Truy cập ngay https://my.vnpt.com.vn/adv/game. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Đã nhận","27 thg 8, 2024 19:25:21","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","26 thg 8, 2024 19:23:20","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","25 thg 8, 2024 20:04:41","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","25 thg 8, 2024 18:04:38","Microsoft","Microsoft","Sử dụng mã xác minh 074736 để xác thực Microsoft."
"Đã nhận","25 thg 8, 2024 17:53:25","Microsoft","Microsoft","Sử dụng mã xác minh 695553 để xác thực Microsoft."
"Đã nhận","25 thg 8, 2024 17:50:14","Microsoft","Microsoft","Sử dụng mã xác minh 054974 để xác thực Microsoft."
"Đã nhận","22 thg 8, 2024 11:18:35","NAPTHE-VNP","NAPTHE-VNP","(TB) VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 23/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
CSKH: 18001091 (0đ).
"
"Đã nhận","20 thg 8, 2024 14:36:10","NAPTHE-VNP","NAPTHE-VNP","(TB) NẠP THẺ NHẬN ƯU ĐÃI - DUY NHẤT HÔM NAY! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 20/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/ napthe . CSKH: 18001091 (0đ). 
"
"Đã nhận","19 thg 8, 2024 18:58:17","NAPTHE-VNP","NAPTHE-VNP","(TB) VINA LÀ CHÂN ÁI - NẠP THẺ LÀ ƯU ĐÃI! Chỉ dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 20/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/ napthe . CSKH: 18001091 (0đ). "
"Đã nhận","15 thg 8, 2024 15:12:32","NAPTHE-VNP","NAPTHE-VNP","(TB) Cuối tuần vui vẻ, nạp thẻ có quà! VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 16/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ). "
"Đã nhận","13 thg 8, 2024 18:37:43","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 13/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/ napthe . CSKH: 18001091 (0đ). "
"Đã nhận","12 thg 8, 2024 13:34:53","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 13/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/ napthe . CSKH: 18001091 (0đ). 
"
"Đã nhận","8 thg 8, 2024 17:28:33","NAPTHE-VNP","NAPTHE-VNP","(TB) ĐẦU TUẦN VUI VẺ - NẠP THẺ CÓ QUÀ! Ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 09/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ). 
"
"Đã nhận","8 thg 8, 2024 13:36:52","NAPTHE-VNP","NAPTHE-VNP","(TB) ĐẦU TUẦN VUI VẺ - NẠP THẺ CÓ QUÀ! Ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 06/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ). 
"
"Đã nhận","6 thg 8, 2024 11:29:47","NAPTHE-VNP","NAPTHE-VNP","(TB) ĐẦU TUẦN VUI VẺ - NẠP THẺ CÓ QUÀ! Ưu đãi chỉ dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 06/8/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/ napthe . 
CSKH: 18001091 (0đ). 
"
"Đã nhận","3 thg 8, 2024 23:28:58","google@rbm.goog","google@rbm.goog","G-650448 is your Google verification code.
"
"Đã nhận","30 thg 7, 2024 20:39:23","BCD 138-CP","BCD 138-CP","(TB) Toàn dân tích cực tham gia phòng chống mua bán người. Khi phát hiện dấu hiệu liên quan hãy thông báo ngay đến cơ quan Công an nơi gần nhất hoặc Tổng đài quốc gia 111 để được tư vấn, hỗ trợ, hướng dẫn kịp thời."
"Đã nhận","29 thg 7, 2024 18:30:28","VinaPhone","VinaPhone","(TB) MIỄN PHÍ DATA truy cập vsport.com.vn để XEM TIN TỨC BÓNG ĐÁ, CLIP HẬU TRƯỜNG THỂ THAO sớm nhất và nhận 5.000đ vào TK chính sau 7 ngày gia hạn thành công dịch vụ Vinasport. Mời bạn soạn DK SK1 gửi 9958 để sử dụng và nhận ưu đãi. Cước 1.000đ/ngày. CSKH 18001091 (0đ)."
"Đã nhận","28 thg 7, 2024 11:37:54","Passcode","Passcode","Mã Spotify: 617107. Có hiệu lực trong 5 phút"
"Đã nhận","26 thg 7, 2024 17:33:49","Bo Cong an","Bo Cong an","(TB) Thông báo: Đồng bào, đồng chí cả nước có thể gửi lời chia buồn đến gia đình đồng chí Tổng Bí thư Nguyễn Phú Trọng trên Sổ tang điện tử của ứng dụng VNeID mức độ 2. "
"Đã nhận","26 thg 7, 2024 07:00:03","VinaPhone","VinaPhone","(QC) Soan DK gui 9923 de nhan ngay 7GB toc do cao dung trong 7 ngay tu goi cuoc DT30.  Gia uu dai chi 30.000d/7 ngay. Loi moi co hieu luc trong 03 ngay. Tu choi QC, soan TC gui 9923. CSKH 18001091."
"Đã nhận","25 thg 7, 2024 19:47:55","888","888","QK da huy goi D6V thanh cong. De dang ky lai goi cuoc, vui long soan tin DK D6V gui 888 hoac lien he tong dai CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","25 thg 7, 2024 19:47:50","888","","HUY D6V Y"
"Đã nhận","25 thg 7, 2024 19:47:26","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","25 thg 7, 2024 15:35:01","888","888","Goi cuoc D6V (6.000d/1 ngay) cua QK da gia han thanh cong. Uu dai (2GB/ngay + MyTV addon VTVcab. Het dung luong dung truy cap). HSD den 15:34 26/07/2024. Goi cuoc gia han tu dong. Kiem tra dung luong con lai soan DATAKM gui 888. CSKH: 18001091 (0d)."
"Đã nhận","24 thg 7, 2024 15:34:33","888","888","QK da dang ky thanh cong goi cuoc D6V (6.000d/1 ngay. Uu dai 2GB/ngay + MyTV addon VTVcab. Het dung luong dung truy cap). Kiem tra dung luong Data, soan DATAKM gui 888. Goi cuoc duoc gia han tu dong. CSKH: 18001091(0d)"
"Đã gửi","24 thg 7, 2024 15:34:29","888","","D6V"
"Đã nhận","23 thg 7, 2024 18:43:05","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 23/7/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ). 
"
"Đã nhận","22 thg 7, 2024 19:56:34","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! Ưu đãi chỉ dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 23/7/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ). "
"Đã nhận","20 thg 7, 2024 08:56:19","VNPT Money","VNPT Money","(TB) Nhận ngay tới 10 triệu đồng khi đăng ký vay nhanh FastMoney của EVNFinance trên VNPT Money, không chứng minh thu nhập. Đăng ký tại https://km.vnptmoney.vn/FastMoney. LH 18001091 (#3)."
"Đã nhận","18 thg 7, 2024 14:47:12","NAPTHE-VNP","NAPTHE-VNP","(TB) VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 19/07/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ)."
"Đã nhận","16 thg 7, 2024 17:37:18","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 16/7/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ). 
"
"Đã nhận","15 thg 7, 2024 15:18:05","NAPTHE-VNP","NAPTHE-VNP","(TB) CÓ KHUYẾN MẠI VINA - NẠP THẺ THẢ GA! VinaPhone ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 16/7/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ). 
"
"Đã nhận","11 thg 7, 2024 15:15:47","NAPTHE-VNP","NAPTHE-VNP","(TB) NẠP THẺ NGAY THÔI - NGÀY VÀNG TỚI RỒI! VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 12/07/2024: 
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ). 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ)."
"Đã nhận","8 thg 7, 2024 19:20:53","NAPTHE-VNP","NAPTHE-VNP","(TB) ĐẦU TUẦN VUI VẺ - NẠP THẺ CÓ QUÀ! Ưu đãi dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 09/7/2024. 
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ).
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ). "
"Đã nhận","4 thg 7, 2024 14:40:09","NAPTHE-VNP","NAPTHE-VNP","(TB) NẠP THẺ NGÀY VÀNG - NGÀN CƠ HỘI! VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 05/07/2024:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ).
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . 
VinaPhone - Mạng di động nhanh nhất Việt Nam! CSKH: 18001091 (0đ).

"
"Đã nhận","3 thg 7, 2024 18:47:03","888","888","Yeu cau Huy goi D6V khong thanh cong do QK chua dang ky goi D6V. Vui long soan CTKM gui 900 de tra cuu uu dai danh rieng cho thue bao cua QK hoac lien he tong dai CSKH: 18001091 (0d)."
"Đã gửi","3 thg 7, 2024 18:47:01","888","","HUY D6V"
"Đã nhận","3 thg 7, 2024 18:46:30","MyVNPT","MyVNPT","334679 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
"Đã nhận","29 thg 6, 2024 16:47:14","CONG_1400","CONG_1400","(TB) Quỹ Vì trẻ em khuyết tật Việt Nam kêu gọi quý vị hãy hỗ trợ trẻ khuyết tật có cơ hội tới trường bằng cách nhắn tin: TEKT gửi 1407 để ủng hộ 20.000 đồng/tin nhắn. Thời gian đến hết ngày 23/07/2024. Phí nhắn tin 300đ/tin. Chi tiết liên hệ 19001530 nhánh 6 (1000đ/phút) hoặc truy cập https://1400.vn/vitreemkhuyettat để quét mã QR ủng hộ."
"Đã nhận","28 thg 6, 2024 23:04:15","SPOTIFY","SPOTIFY","Cam on ban da mua Premium for Students voi gia 29.500d. Ban co the xem bien nhan cho giao dich cua minh tai: https://www.spotify.com/account/subscription/receipt/2470758456555101-1-1"
"Đã nhận","25 thg 6, 2024 10:04:06","VinaPhone","VinaPhone","(QC) VinaPhone tang Quy Khach 500MB/ngay khi dang ky goi cuoc BIG70. Soan DK gui 9923. Gia cuoc: 70.000d/30 ngay. Loi moi co hieu luc trong 03 ngay. Tu choi QC, soan TC gui 9923. CSKH 18001091."
"Đã nhận","25 thg 6, 2024 09:05:06","VinaPhone","VinaPhone","(TB) Quy khach da nap the/dang ky/gia han goi cuoc VinaPhone va duoc nhan ma du thuong 00043010274 tham gia CTKM ""SINH NHAT NONG - CHAY MUA BONG"" voi co hoi trung giai thuong: 50 TV SAMSUNG 75 inch, "
"Đã nhận","25 thg 6, 2024 09:05:04","VinaPhone","VinaPhone","100 DT SAMSUNG Galaxy Z Flip 5, 1.000 DT Hapi20, 1.650 Loa Bluetooth JBL Go 3. Chi tiet tai: my.vnpt.com.vn/adv/KM2024. CSKH: 18001091(0d)."
"Đã nhận","25 thg 6, 2024 09:03:39","900","900","Tai khoan cua Quy khach da duoc nap 50,000 dong tu VnTopup vao 25/06/2024 09:03:33. Ma giao dich 2087509468. CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","25 thg 6, 2024 08:58:57","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi/gui tin nhan. De duoc ung 5000d vao tai khoan chinh va tiep tuc su dung cac dich vu cua VinaPhone, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h) (Gia cuoc 1500d). De duoc ung tien tu dong khi tai khoan chinh duoi 5000d, soan UTD gui 1576. De tu choi nhan tin, Quy Khach vui long soan TC gui 1576"
"Đã nhận","25 thg 6, 2024 08:58:53","9345","9345","Tai khoan chinh cua Quy khach khong du de thuc hien cuoc goi. Soan 3 gui 9345 (hieu luc trong vong 48h) de duoc ung 10 PHUT THOAI (Gia cuoc 17300d) va dong y cho VNPT xu ly du lieu KH theo chinh sach tai https://my.vnpt.com.vn/tinh-nang/chinh-sach-rieng-tu. Tu choi nhan tin, soan TC gui 9345. CSKH: 18001091 (0d)"
"Đã nhận","25 thg 6, 2024 08:58:49","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi. Soan A hoac Y gui 1357 de duoc ung 5000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms) va dong y cho VNPT xu ly du lieu KH theo chinh sach tai https://my.vnpt.com.vn/tinh-nang/chinh-sach-rieng-tu. Hieu luc su dung tai khoan Airtime la 250 phut. So tien da ung 5000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","20 thg 6, 2024 15:30:26","NAPTHE-VNP","NAPTHE-VNP","(TB) SINH NHẬT VINA - NẠP THẺ CÓ QUÀ! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 21/06/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ).
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).

"
"Đã nhận","17 thg 6, 2024 10:42:15","CADongNai","CADongNai","(TB) Tổ chức/cá nhân tự nguyện giao nộp vũ khí, vật liệu nổ, công cụ hỗ trợ và pháo sẽ được chi thưởng, cụ thể: súng quân dụng 1.000.000 đ/khẩu; súng hơi, súng thể thao, súng tự chế, súng công cụ hỗ trợ, dùi cui điện: 600.000đ/chiếc; công cụ hỗ trợ khác: 100.000đ/CCHT; đạn quân dụng, đạn súng CCHT: 5.000đ/viên; trái đạn, lựu đạn, bom, mìn các loại: 50.000đ/trái; thuốc nổ: 50.000đ/kg; các loại pháo, thuốc nổ: 50.000đ/kg; kíp nổ, dây mồi nổ: 30.000đ/mét. Giao nộp tại Công an cấp xã và Công an cấp huyện."
"Đã nhận","16 thg 6, 2024 08:44:40","888","888","Goi cuoc D6V cua QK gia han khong thanh cong do khong du so du 6.000d. QK vui long nap tien va duy tri tai khoan chinh toi thieu 6.000d truoc ngay 21/06/2024 de duoc gia han tu dong goi D6V. CSKH: 18001091 (0d)"
"Đã nhận","14 thg 6, 2024 11:48:55","888","888","Yeu cau Huy goi D6V khong thanh cong do goi cuoc van con 1.76GB. De xac nhan huy het uu dai con lai trong goi va huy goi, QK soan HUY D6V Y gui 888. CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","14 thg 6, 2024 11:48:52","888","","HUY D6V"
"Đã nhận","14 thg 6, 2024 10:34:24","CADongNai","CADongNai","(TB) Các cá nhân, tổ chức tuyệt đối không sản xuất, mua bán, tàng trữ, vận chuyển, sử dụng trái phép các loại vũ khí, vật liệu nổ, công cụ hỗ trợ và pháo; tích cực phát hiện, tố giác, đấu tranh với tội phạm, hành vi vi phạm pháp luật. Mọi thông tin về tội phạm và vi phạm pháp luật về vũ khí, vật liệu nổ, công cụ hỗ trợ và pháo, đề nghị cung cấp kịp thời cho cơ quan Công an nơi gần nhất hoặc qua đường dây nóng số điện thoại 02518.820.999 hoặc trên ứng dụng VneID."
"Đã nhận","14 thg 6, 2024 08:40:14","900","900","Tai khoan chinh cua Quy khach sap het. Xin vui long nap the de tiep tuc su dung cac dich vu cua VinaPhone."
"Đã nhận","14 thg 6, 2024 08:40:13","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A hoac Y gui 1357 de duoc ung 5000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms) va dong y cho VNPT xu ly du lieu KH theo chinh sach tai https://my.vnpt.com.vn/tinh-nang/chinh-sach-rieng-tu. Hieu luc su dung tai khoan Airtime la 250 phut. So tien da ung 5000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","14 thg 6, 2024 08:40:11","9345","9345","Tai khoan chinh cua Quy khach sap het. Soan 3 gui 9345 de duoc ung goi 3(10 PHUT THOAI/Gia cuoc 17300d) va dong y cho VNPT xu ly du lieu KH theo chinh sach tai https://my.vnpt.com.vn/tinh-nang/chinh-sach-rieng-tu. Tu choi nhan tin, soan TC gui 9345. CSKH: 18001091 (0d)"
